patient_id,review,cleaned_review,tokens,tokens_no_stop,tokens_lemmatized,preprocessed_text,remove_reason,polarity_score,sentiment
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep,1.0,Positive
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep,-1.0,Negative
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep,-1.0,Negative
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep,0.10357142857142858,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep,0.10357142857142858,Positive
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep,1.0,Positive
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Poor experience. Staff was rude and unhelpful.,poor experience staff was rude and unhelpful,"['poor', 'experience', 'staff', 'was', 'rude', 'and', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']","['poor', 'experience', 'staff', 'rude', 'unhelpful']",poor experience staff rude unhelpful,keep,-0.35,Negative
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep,1.0,Positive
,The doctor was incredibly helpful and thorough. Highly recommend!,the doctor was incredibly helpful and thorough highly recommend,"['the', 'doctor', 'was', 'incredibly', 'helpful', 'and', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']","['doctor', 'incredibly', 'helpful', 'thorough', 'highly', 'recommend']",doctor incredibly helpful thorough highly recommend,keep,0.53,Positive
,The healthcare provided was adequate but nothing exceptional.,the healthcare provided was adequate but nothing exceptional,"['the', 'healthcare', 'provided', 'was', 'adequate', 'but', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']","['healthcare', 'provided', 'adequate', 'nothing', 'exceptional']",healthcare provided adequate nothing exceptional,keep,0.5,Positive
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep,-1.0,Negative
,Average visit. Nothing special.,average visit nothing special,"['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']","['average', 'visit', 'nothing', 'special']",average visit nothing special,keep,0.10357142857142858,Positive
,Excellent care and attention to detail.,excellent care and attention to detail,"['excellent', 'care', 'and', 'attention', 'to', 'detail']","['excellent', 'care', 'attention', 'detail']","['excellent', 'care', 'attention', 'detail']",excellent care attention detail,keep,1.0,Positive
,Terrible wait times and no empathy.,terrible wait times and no empathy,"['terrible', 'wait', 'times', 'and', 'no', 'empathy']","['terrible', 'wait', 'times', 'empathy']","['terrible', 'wait', 'time', 'empathy']",terrible wait time empathy,keep,-1.0,Negative
